2893134,2893134,2893134,2893134,2893134,2893134,2893134,2893134,2893134,2893134,2893134,2893134,2893505,2893788,2896275,2904719,2904719,2912859,2919221,2924777,2928538,2928538,2932376,2935788,2938263,2940461,2940461,2942323,2942659,2942323,2940882,2940882,2939218,2937231,2935739,2934227,2934227,2932936,2931477,2930013,2928063,2928063,2926105,2924134,2924134,2924134,2924134,2924134,2924134,2924134,2924134,2924134,2924134,2924134,2924134,H
2886675,2886675,2886675,2886675,2886675,2886675,2886675,2886675,2886675,2886675,2886231,2886231,2885553,2885386,2884937,2884677,2884677,2884647,2884439,2884922,2886111,2886111,2889351,2891873,2893742,2895125,2895125,2895417,2895639,2895404,2895056,2895056,2894392,2894031,2893608,2893096,2893096,2892436,2891874,2891472,2891220,2891220,2891067,2890928,2891102,2891102,2891102,2891102,2891102,2891102,2891102,2891102,2891102,2891102,2891102,H
2880240,2880240,2880240,2880240,2880240,2880240,2880240,2880240,2880240,2880240,2880240,2880240,2880240,2880566,2880744,2880744,2881107,2881404,2881360,2881683,2881683,2880116,2878792,2881031,2884143,2884143,2884436,2886234,2889762,2891083,2891083,2893771,2896689,2897745,2897423,2897423,2896149,2895584,2894823,2894418,2894418,2894137,2893288,2893288,2893288,2893288,2893288,2893288,2893288,2893288,2893288,2893288,2893288,2893288,2893288,H
2916856,2916856,2916856,2916856,2916856,2916856,2916856,2916856,2916856,2916856,2916856,2916856,2916856,2916669,2916598,2916598,2916312,2916270,2916178,2916397,2916397,2916328,2916587,2916722,2917552,2917552,2920207,2924246,2928737,2933638,2933638,2937458,2939857,2938335,2935386,2935386,2932199,2930928,2929563,2928155,2928155,2926673,2925168,2925168,2925168,2925168,2925168,2925168,2925168,2925168,2925168,2925168,2925168,2925168,2925168,H
2899495,2899495,2899495,2899495,2899495,2899495,2899495,2899495,2899495,2898503,2898133,2897500,2896842,2896842,2896477,2896430,2896122,2896041,2896041,2895969,2896105,2896379,2895878,2895878,2895926,2896403,2897676,2899041,2899041,2900039,2900714,2900077,2899260,2899260,2898323,2897617,2897176,2896634,2896634,2896183,2895980,2895896,2896143,2896143,2896428,2896564,2897073,2897504,2897504,2897504,2897504,2897504,2897504,2897504,2897504,H
2903052,2903052,2903052,2903052,2903052,2903052,2903052,2903052,2903052,2903052,2903237,2903308,2903425,2903480,2903948,2904261,2904834,2905179,2905893,2906528,2907211,2908040,2908335,2904897,2903957,2906263,2906885,2907243,2907518,2907816,2908146,2908502,2909058,2909712,2910343,2910929,2911611,2912413,2913159,2913434,2912984,2912822,2912583,2912327,2912295,2912295,2912295,2912295,2912295,2912295,2912295,2912295,2912295,2912295,2912295,H
2890979,2890979,2890979,2890979,2890979,2890979,2890979,2890979,2890979,2890979,2890979,2890979,2890979,2890979,2890979,2890979,2890706,2890223,2890061,2890009,2890115,2890130,2890155,2889461,2888391,2887044,2887564,2888420,2888523,2889572,2890761,2894635,2899196,2901384,2902552,2903898,2903827,2903920,2903703,2903703,2903703,2903703,2903703,2903703,2903703,2903703,2903703,2903703,2903703,2903703,2903703,2903703,2903703,2903703,2903703,H
2893595,2893595,2893595,2893595,2893595,2893595,2893595,2893595,2893595,2893595,2893595,2893595,2893595,2893595,2893595,2893660,2893829,2894274,2894738,2894738,2895056,2895735,2895717,2895028,2895028,2895243,2896766,2898168,2900031,2900031,2902160,2904801,2905505,2905089,2905089,2903644,2903214,2903129,2903243,2903243,2903461,2903461,2903461,2903461,2903461,2903461,2903461,2903461,2903461,2903461,2903461,2903461,2903461,2903461,2903461,H
2887997,2887997,2887997,2887997,2887997,2887997,2887997,2887997,2887997,2887997,2887997,2887997,2887997,2887997,2887997,2887334,2887334,2886950,2886402,2886259,2886389,2886389,2886185,2886518,2887051,2887462,2887462,2888318,2888410,2888494,2888377,2888377,2887879,2887347,2885903,2884266,2884266,2882505,2880722,2878822,2878822,2878822,2878822,2878822,2878822,2878822,2878822,2878822,2878822,2878822,2878822,2878822,2878822,2878822,2878822,H
2885745,2885745,2885745,2885745,2885745,2885745,2885745,2885745,2885745,2885745,2885745,2885745,2885745,2885745,2885510,2885181,2885181,2885360,2885288,2885979,2886124,2886124,2888070,2889310,2886960,2887254,2887254,2889432,2889427,2893225,2897432,2897432,2905297,2905580,2907687,2908026,2908026,2907442,2907153,2906459,2906179,2906179,2906179,2906179,2906179,2906179,2906179,2906179,2906179,2906179,2906179,2906179,2906179,2906179,2906179,H
2890248,2890248,2890248,2890248,2890248,2890248,2890248,2890248,2890248,2890248,2890248,2890248,2890248,2890248,2890781,2891242,2891647,2892131,2892131,2892699,2892889,2892842,2890566,2890566,2889703,2888981,2888408,2888952,2888952,2890170,2891220,2893001,2893938,2893938,2894980,2895627,2896437,2897795,2897795,2898851,2899909,2899909,2899909,2899909,2899909,2899909,2899909,2899909,2899909,2899909,2899909,2899909,2899909,2899909,2899909,H
2903299,2903299,2903299,2903299,2903299,2903299,2903299,2903299,2903299,2903299,2903299,2903299,2903299,2903299,2903299,2903318,2903318,2903555,2903358,2902448,2901606,2901606,2902356,2905249,2909714,2910415,2910415,2910936,2913556,2916172,2918352,2918352,2920946,2923558,2925058,2925412,2925412,2925304,2924445,2922812,2922812,2922812,2922812,2922812,2922812,2922812,2922812,2922812,2922812,2922812,2922812,2922812,2922812,2922812,2922812,H
2880948,2880948,2880948,2880948,2880948,2880948,2880948,2880948,2880948,2880948,2880948,2880948,2880948,2880948,2880948,2880948,2880592,2880338,2880259,2880259,2880333,2880513,2880753,2880475,2880475,2880106,2880067,2878958,2879850,2879850,2879188,2878566,2879755,2882223,2882223,2883193,2883244,2883357,2883480,2883480,2883480,2883480,2883480,2883480,2883480,2883480,2883480,2883480,2883480,2883480,2883480,2883480,2883480,2883480,2883480,H
